tweet_ID	_golden	is_the_tweet_text_in_the_english_language	the_text_is_about_the_drugs_of_interest	genre_in_which_the_drug_is_mentioned_	sentiment_of_the_author_about_the_drug	theme_on_the_drug_ussage
233537471026167808	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
225664808551321600	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
281772424175972352	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
296278906909097984	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
297851909308563456	false	Yes	Yes	News (The writer is reporting on some recent news)	Neither positive nor negative (neutral)	
209715166449893376	false	Yes	No	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
297289235038367744	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
296544678998843392	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
290335351652876288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
290148055024549889	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
286517448700747776	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
292358771978690560	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
301341238894931968	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
301327951356637185	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
298020918792445953	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
324165773033607171	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
323967441174687744	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
288491405578485761	false	Yes	No		Neither positive nor negative (neutral)	
251077878383517696	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
248196563472617473	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
244918077358235648	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
244152478478766081	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
303889077277691905	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
269174412694147074	false	No			Neither positive nor negative (neutral)	
267813323314180096	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
267408841392656387	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
267133229478313984	false	Yes	Yes	Info/resource (The writer is providing useful information like advices, tips or tricks)	Neither positive nor negative (neutral)	
301176566342381570	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
323560715346649090	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
201810002321743872	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	
201382187508043776	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
200823871128092672	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
200257967247982593	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
217384434557652994	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
215893363654791168	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
213367188889935872	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
248283687584665600	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
248101793198923776	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
212306134860705792	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
246624739655811073	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
244269755404529665	false	Yes	No		Neither positive nor negative (neutral)	
242430343414681602	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
256099429126377473	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
274391342522703872	false	Yes	No		Neither positive nor negative (neutral)	
229898182476300288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
229734927564955648	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
266914983084953601	false	Yes	No		Neither positive nor negative (neutral)	
265579466342936576	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
226214518211096577	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
264567204635365377	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
224153810535317505	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
219104011092111361	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	
206856068796657664	false	Yes	No		Neither positive nor negative (neutral)	
281356944814526466	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
206203376369807360	false	Yes	No		Neither positive nor negative (neutral)	
275389599449235456	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
240869139550466048	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
240237888414035968	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
238444177527042048	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
237731485610823680	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
234734751842459648	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
233794154038181888	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
